gene_id,annotation_a,annotation_b,relationship,similarity_Pubmedbert,evidence,duo_conflict,votes
fig|374463.4.peg.296,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),Glucose-6-phosphate 1-dehydrogenase (NADP+) (EC 1.1.1.49),Exact,0.0,"Both entities refer to the same enzyme, Glucose-6-phosphate 1-dehydrogenase, with the same Enzyme Commission number (EC 1.1.1.49), indicating they are functionally equivalent.",False,Exact;Exact
fig|374463.4.peg.298,Manganese transport protein MntH,"Mn(II) and Fe(II) import protein MntH, proton-dependent",Exact,0.0,"Both entities refer to the same protein, MntH, which is involved in the transport of Mn(II) and Fe(II) ions and is proton-dependent.",False,Exact;Exact
fig|374463.4.peg.181,hypothetical protein,Outer membrane beta-barrel assembly protein BamD,Different,0.0,"""Hypothetical protein"" is a general term for proteins predicted to exist based on gene sequences but not yet experimentally confirmed or characterized, while ""Outer membrane beta-barrel assembly protein BamD"" is a specific, characterized protein involved in the assembly of beta-barrel proteins in the outer membrane of Gram-negative bacteria.",False,Different;Different
fig|374463.4.peg.282,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Enoyl-[acyl-carrier-protein] reductase (NADH) (EC 1.3.1.9),Exact,0.0,"Both entities refer to the same enzyme, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), with identical function and EC number, indicating they are functionally equivalent.",False,Exact;Exact
fig|374463.4.peg.161,Sulfate-binding protein Sbp,"Sulfate/thiosulfate ABC transporter, sulfate-binding protein Spb",Related,0.0,"Both entities are involved in sulfate binding and transport, but they are distinct components within the sulfate/thiosulfate ABC transporter system.",False,Related;Related
fig|374463.4.peg.166,Glutaredoxin 3 (Grx3),Glutaredoxin 3,Exact,0.0,Entities are identical as they both refer to Glutaredoxin 3 (Grx3).,False,Exact;Exact
fig|374463.4.peg.288,Cys regulon transcriptional activator CysB,"Cys regulon transcriptional activator CysB, LysR family",Exact,0.0,"Both entities refer to the same transcriptional activator, CysB, which is part of the LysR family.",False,Exact;Exact
fig|374463.4.peg.289,DNA topoisomerase I (EC 5.99.1.2),DNA topoisomerase I (EC 5.6.2.1),Different,0.0,"The entities refer to DNA topoisomerase I enzymes with different Enzyme Commission (EC) numbers, indicating they are classified under different enzyme categories and thus represent different concepts.",False,Different;Different
fig|374463.4.peg.291,YciL protein,YciI protein,Different,0.0,"YciL protein and YciI protein are distinct proteins with different functions and characteristics, indicating they are completely different concepts.",False,Different;Different
fig|374463.4.peg.170,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23) (EC 4.2.99.18),Narrower,0.0,"Entity A represents a single enzyme activity (EC 3.2.2.23), while Entity B includes both EC 3.2.2.23 and an additional enzyme activity (EC 4.2.99.18), indicating that A is a narrower concept than B.",False,Narrower;Narrower
fig|374463.4.peg.182,LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23) ## RluD,Synonym,0.0,"Both entities refer to the same enzyme, LSU rRNA pseudouridine(1911/1915/1917) synthase, with B providing an additional name (RluD) for the same enzyme.",False,Synonym;Synonym
fig|374463.4.peg.185,tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228),tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228) ## TrmD,Synonym,0.0,"Both entities refer to the same enzyme, tRNA (guanine(37)-N(1))-methyltransferase, with EC number 2.1.1.228, and TrmD is a specific name or identifier for this enzyme.",False,Synonym;Synonym
