gene_id,annotation_a,annotation_b,label,evidence
fig|374463.4.peg.298,Manganese transport protein MntH,"Mn(II) and Fe(II) import protein MntH, proton-dependent",Exact,"The entities 'Manganese transport protein MntH' and 'Mn(II) and Fe(II) import protein MntH, proton-dependent' refer to the same protein, MntH, which is known to transport manganese (Mn(II)) and iron (Fe(II)) ions across the cell membrane in a proton-dependent manner. The description of 'Mn(II) and Fe(II) import protein MntH, proton-dependent' provides additional functional details about the transport mechanism and substrate specificity, but both entities describe the same protein involved in metal ion transport.**"
fig|374463.4.peg.181,hypothetical protein,Outer membrane beta-barrel assembly protein BamD,Different,"The entity 'hypothetical protein' refers to a protein predicted to exist based on genomic data but for which no experimental evidence of function or structure is available. It is a general term used in genomics and proteomics to denote proteins that have been identified through computational methods but have not been characterized. On the other hand, 'Outer membrane beta-barrel assembly protein BamD' is a specific protein that is part of the BAM complex involved in the assembly of beta-barrel proteins in the outer membrane of Gram-negative bacteria. BamD has a defined role and structure within this complex. Therefore, these entities are completely different concepts, with 'hypothetical protein' being a broad, undefined category and 'BamD' being a specific, characterized protein with a known function.**"
fig|374463.4.peg.282,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Enoyl-[acyl-carrier-protein] reductase (NADH) (EC 1.3.1.9),Exact,"Both entities refer to the same enzyme, Enoyl-[acyl-carrier-protein] reductase, which is involved in fatty acid biosynthesis and utilizes NADH as a cofactor. The EC number 1.3.1.9 is identical for both, indicating they are functionally equivalent and describe the same enzymatic activity. The slight variation in naming does not imply any difference in function or specificity, thus they are identical in terms of biochemical classification.**"
fig|374463.4.peg.161,Sulfate-binding protein Sbp,"Sulfate/thiosulfate ABC transporter, sulfate-binding protein Spb",Related,"Sulfate-binding protein Sbp and Sulfate/thiosulfate ABC transporter, sulfate-binding protein Spb are related entities as they both involve sulfate-binding proteins within the context of ABC transporters. However, they are not identical or synonyms, as Sbp refers specifically to a sulfate-binding protein, while Spb is part of a larger ABC transporter system that can bind both sulfate and thiosulfate. The relationship is based on their shared function in sulfate transport, but they are distinct in their specific roles and naming conventions.**"
fig|374463.4.peg.166,Glutaredoxin 3 (Grx3),Glutaredoxin 3,Exact,"The entities 'Glutaredoxin 3 (Grx3)' and 'Glutaredoxin 3' are identical, as they both refer to the same protein involved in cellular redox regulation. The inclusion of '(Grx3)' is simply an abbreviation or shorthand for the full name, indicating that they are functionally equivalent and represent the same biological entity.**"
fig|374463.4.peg.288,Cys regulon transcriptional activator CysB,"Cys regulon transcriptional activator CysB, LysR family",Exact,"The entities 'Cys regulon transcriptional activator CysB' and 'Cys regulon transcriptional activator CysB, LysR family' refer to the same protein, CysB, which is a transcriptional activator involved in the regulation of the cysteine regulon. The additional descriptor 'LysR family' specifies the family of transcriptional regulators to which CysB belongs, but does not change the identity or function of the protein itself. Therefore, these entities are functionally equivalent, with the latter providing more detailed classification information.**"
fig|374463.4.peg.289,DNA topoisomerase I (EC 5.99.1.2),DNA topoisomerase I (EC 5.6.2.1),Different,"DNA topoisomerase I (EC 5.99.1.2) and DNA topoisomerase I (EC 5.6.2.1) are classified under different Enzyme Commission (EC) numbers, indicating distinct enzymatic activities. EC 5.99.1.2 refers to an enzyme that catalyzes the breaking and rejoining of DNA strands to relieve supercoiling, typically associated with the classical type I topoisomerase activity. In contrast, EC 5.6.2.1 represents a different classification, likely involving a distinct mechanism or substrate specificity. The difference in EC numbers is a strong indicator that these entities are not identical or functionally equivalent, thus they are considered completely different concepts.**"
fig|374463.4.peg.291,YciL protein,YciI protein,Related,"YciL and YciI proteins are both part of the Yci operon in Escherichia coli, which suggests a functional or regulatory relationship between them. The Yci operon is involved in stress response and adaptation, indicating that these proteins may work together or be co-regulated under certain conditions. However, they are distinct proteins with different sequences and potentially different roles within the operon, thus they are not identical or synonyms. The relationship is based on their co-occurrence within the same operon and potential involvement in similar biological processes.**"
fig|374463.4.peg.170,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23) (EC 4.2.99.18),Narrower,"Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23) is a specific enzyme with a defined enzymatic activity, primarily known for its role in DNA repair by excising damaged bases from DNA. The entity B, Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23) (EC 4.2.99.18), includes the same enzyme but also specifies an additional enzymatic activity (EC 4.2.99.18), indicating that it has a broader functional scope. Therefore, entity A is a narrower concept focusing solely on the EC 3.2.2.23 activity, while entity B encompasses both activities, making A a subset of B.**"
fig|374463.4.peg.182,LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23) ## RluD,Synonym,"The entities A and B refer to the same enzyme, LSU rRNA pseudouridine(1911/1915/1917) synthase, which is responsible for catalyzing the formation of pseudouridine at specific positions in the large subunit (LSU) rRNA. The EC number 5.4.99.23 is identical for both, indicating the same enzymatic activity. The term ""RluD"" in entity B is a specific name or identifier for this enzyme, commonly used in scientific literature to refer to the same enzyme described in entity A. Therefore, these entities are different terms for the same concept.**"
fig|374463.4.peg.185,tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228),tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228) ## TrmD,Synonym,"The entities A and B refer to the same enzyme, tRNA (guanine(37)-N(1))-methyltransferase, which is classified under the Enzyme Commission number EC 2.1.1.228. The term ""TrmD"" is a specific name used to refer to this enzyme, indicating that both terms describe the same biochemical function of methylating guanine at position 37 in tRNA. Therefore, they are different terms for the same concept.**"
