gene_id,annotation_a,annotation_b,relationship,similarity_Pubmedbert,evidence,duo_conflict,votes
fig|273133.2.peg.193,Phage tail length tape-measure protein T,"Phage tail, tail length tape-measure protein",Synonym,0.952,"Both entities refer to the same concept of a protein involved in determining the length of the phage tail, using slightly different wording.",False,Synonym;Synonym
fig|374463.4.peg.296,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),Glucose-6-phosphate 1-dehydrogenase (NADP+) (EC 1.1.1.49),Exact,0.967,"Both entities refer to the same enzyme, Glucose-6-phosphate 1-dehydrogenase, with the same Enzyme Commission number (EC 1.1.1.49), indicating they are functionally equivalent.",False,Exact;Exact
fig|374463.4.peg.298,Manganese transport protein MntH,"Mn(II) and Fe(II) import protein MntH, proton-dependent",Synonym,0.665,"Both entities refer to the same protein, MntH, which is involved in the transport of manganese (Mn) and iron (Fe) ions, and is proton-dependent. The descriptions highlight different aspects of the same protein's function.",False,Synonym;Synonym
fig|374463.4.peg.181,hypothetical protein,Outer membrane beta-barrel assembly protein BamD,Different,0.394,"'Hypothetical protein' is a general term for proteins predicted to exist based on genomic data but not yet characterized, while 'Outer membrane beta-barrel assembly protein BamD' is a specific, characterized protein involved in the assembly of beta-barrel proteins in the outer membrane of bacteria.",False,Different;Different
fig|374463.4.peg.282,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Enoyl-[acyl-carrier-protein] reductase (NADH) (EC 1.3.1.9),Exact,0.999,"Both entities refer to the same enzyme with identical EC numbers and function, just slightly different naming conventions.",False,Exact;Exact
fig|374463.4.peg.161,Sulfate-binding protein Sbp,"Sulfate/thiosulfate ABC transporter, sulfate-binding protein Spb",Synonym,0.76,"Both entities refer to the sulfate-binding protein involved in the sulfate/thiosulfate ABC transporter system, suggesting they are different terms for the same concept.",False,Synonym;Synonym
fig|374463.4.peg.166,Glutaredoxin 3 (Grx3),Glutaredoxin 3,Exact,0.864,"Both entities refer to the same protein, Glutaredoxin 3, indicating they are identical.",False,Exact;Exact
fig|374463.4.peg.288,Cys regulon transcriptional activator CysB,"Cys regulon transcriptional activator CysB, LysR family",Exact,0.901,"Both entities refer to the same transcriptional activator, CysB, which is part of the LysR family.",False,Exact;Exact
fig|374463.4.peg.289,DNA topoisomerase I (EC 5.99.1.2),DNA topoisomerase I (EC 5.6.2.1),Different,0.965,"The entities have different Enzyme Commission (EC) numbers, indicating they are distinct enzymes with different catalytic activities.",False,Different;Different
fig|374463.4.peg.291,YciL protein,YciI protein,Related,0.835,"YciL protein and YciI protein are likely related as they are both proteins, possibly within the same organism or pathway, but they are distinct entities with different functions or roles.",False,Related;Related
fig|374463.4.peg.170,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23) (EC 4.2.99.18),Narrower,0.963,"Entity A is a narrower concept than Entity B, as B includes an additional enzyme classification (EC 4.2.99.18) that A does not.",False,Narrower;Narrower
fig|374463.4.peg.182,LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23) ## RluD,Synonym,0.936,"Both entities refer to the same enzyme, LSU rRNA pseudouridine(1911/1915/1917) synthase, with EC number 5.4.99.23, and B includes an alternative name, RluD, which is a synonym for the enzyme.",False,Synonym;Synonym
fig|374463.4.peg.185,tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228),tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228) ## TrmD,Synonym,0.942,"Both entities refer to the same enzyme, with B providing an additional common name (TrmD) for the enzyme described in A.",False,Synonym;Synonym
